term,doc_id,tf,tfidf
amount,212,1,0.13370361153094565
neural,212,1,0.28202650007661684
present,212,1,0.08117217990273312
power,212,1,0.2349289713909547
retin,212,1,0.24132614436494707
factor,212,1,0.11457976209048112
influenc,212,1,0.1350353202730443
environ,212,1,0.20491889151022516
correl,213,1,0.25925324117358345
mast,213,5,2.238464297173534
cell,213,5,0.7637761254307999
histamin,213,3,1.628346212477373
content,213,4,1.0370129646943338
eye,213,2,0.7266622022150533
cattl,213,2,0.9654875060244316
author,213,1,0.2360864533696447
examin,213,1,0.2210245880889609
establish,213,1,0.27775260536235885
contain,213,2,0.4573620709371059
conjunctiva,213,1,0.5427820708257911
optic,213,1,0.41272504190483617
nerv,213,1,0.3747637292001209
ocular,213,2,0.8073137233706125
muscl,213,1,0.3157114705118243
fewer,213,1,0.4228721485037185
occur,213,2,0.37484362971254986
sclera,213,1,0.6029041077515848
iri,213,1,0.4827437530122158
least,213,1,0.3018486529625332
ciliari,213,1,0.5427820708257911
bodi,213,1,0.21747293902036524
choroid,213,1,0.44769285943470677
cornea,213,2,1.2058082155031695
len,213,1,0.28364408492876025
retina,213,1,0.5076477001379104
tissu,213,1,0.18091293451158988
gener,213,1,0.23282359077367376
run,213,1,0.5427820708257911
parallel,213,1,0.36333110110752664
howev,213,1,0.2124473058465921
except,213,1,0.29933710047644296
bound,213,1,0.36885400471840535
state,213,1,0.26713169045786034
form,213,1,0.1971811035389325
readili,213,1,0.38111766644488376
avail,213,1,0.292236410723643
mild,213,1,0.38798700887988957
process,213,1,0.2418556812531031
extract,213,1,0.2740527226002673
tyrod,213,1,0.6029041077515848
solut,213,1,0.3157114705118243
4,213,1,0.17129295498000832
c,213,1,0.25925324117358345
studi,214,1,0.09854204129412339
sickl,214,4,2.009680359171949
cell,214,3,0.38188806271539993
anemia,214,1,0.35239345708643205
xxi,214,1,0.5024200897929872
clinico,214,1,0.45231839235482585
patholog,214,2,0.43208873528930575
aspect,214,1,0.2559299890207928
neurolog,214,6,1.8738186460006043
manifest,214,4,0.9258420178745294
frequent,214,1,0.22688764959187205
patient,214,5,0.5388244449889056
diseas,214,2,0.30325909607203594
may,214,2,0.2507635837888061
earliest,214,1,0.3730773828622556
present,214,1,0.12175826985409968
sign,214,1,0.26565701685096377
symptom,214,2,0.4346119280877754
variabl,214,1,0.2559299890207928
erron,214,1,0.38620455819607
diagnos,214,1,0.2739772909326367
condit,214,1,0.17636853870911712
mening,214,1,0.4230397501149253
poliomyel,214,1,0.4230397501149253
subdur,214,1,0.45231839235482585
hematoma,214,1,0.38620455819607
neoplasm,214,1,0.32955130225133633
subarachnoid,214,1,0.4022864608435131
hemorrhag,214,2,0.5539786940600668
lead,214,1,0.22688764959187205
enceph,214,1,0.5024200897929872
subacut,214,1,0.45231839235482585
bacteri,214,1,0.2905436898108152
endocard,214,1,0.4230397501149253
congenit,214,1,0.22837726883355608
malform,214,1,0.2710909431711882
brain,214,1,0.23637007077396688
furthermor,214,1,0.3730773828622556
develop,214,1,0.13948560550777034
cannot,214,1,0.2710909431711882
predict,214,1,0.31759805537073643
basi,214,1,0.2148066421249291
type,214,1,0.16885050761172465
crisi,214,1,0.3730773828622556
involv,214,3,0.5930148907949305
prognosi,214,1,0.26832043535611116
follow,214,1,0.13510156695554854
unpredict,214,1,0.4022864608435131
recurr,214,1,0.3027759175896055
episod,214,1,0.3439375349206968
togeth,214,1,0.2868997292535842
abnorm,214,2,0.4030928020885052
electroencephalograph,214,1,0.4230397501149253
read,214,1,0.3123031076667674
suggest,214,2,0.29401908542141
poor,214,1,0.2769893470300334
outcom,214,1,0.3730773828622556
die,214,1,0.2606210864744157
victim,214,1,0.4230397501149253
rather,214,1,0.23305730262513064
sever,214,1,0.15811361410968422
deficit,214,1,0.3619892165474206
examin,214,2,0.36837431348160143
diffus,214,1,0.2739772909326367
cerebr,214,1,0.23469319564228724
hemispher,214,1,0.3619892165474206
materi,214,1,0.20783707161298054
howev,214,1,0.17703942153882674
often,214,1,0.24166764570250757
fail,214,1,0.26832043535611116
reveal,214,1,0.22260974204821693
thrombos,214,1,0.5024200897929872
strike,214,1,0.31759805537073643
find,214,2,0.3514099699544658
infarct,214,1,0.4022864608435131
white,214,1,0.3027759175896055
matter,214,1,0.3730773828622556
perivascular,214,1,0.5024200897929872
thesi,214,1,0.3730773828622556
actual,214,1,0.323322507399908
due,214,1,0.17703942153882674
support,214,1,0.24544586740691512
fact,214,1,0.2380899551063314
appear,214,1,0.14349547897323103
associ,214,1,0.16323673975054376
clinic,214,1,0.1543188019046628
circumst,214,1,0.38620455819607
known,214,1,0.23146050446863234
induc,214,1,0.1805092403268987
includ,214,1,0.19401965897806145
surgeri,214,1,0.2380899551063314
anesthesia,214,1,0.3619892165474206
fever,214,1,0.3439375349206968
infect,214,1,0.19957957873765564
attenu,215,3,2.2608904040684425
curv,215,4,1.6808297788115052
human,215,2,0.5013292832823976
eye,215,2,0.9083277527688165
normal,215,2,0.38526896252855364
patholog,215,1,0.3240665514669793
condit,215,2,0.5291056161273514
method,215,3,0.734565328877447
describ,215,1,0.2379090906054029
allow,215,1,0.40663641475678236
determin,215,1,0.25596547223281624
obtain,215,3,0.7545796306109637
plot,215,1,0.6034296912652697
critic,215,2,0.9699675221997239
depth,215,1,0.579306837294105
modul,215,1,0.7536301346894809
cmd,215,1,0.7536301346894809
function,215,1,0.2785829088211956
fusion,215,1,0.5159063023810452
frequenc,215,1,0.3873530024509086
cff,215,2,1.5072602693789618
routin,215,1,0.5285901856296481
experi,215,1,0.2587382407472786
carri,215,1,0.35713493265949714
2,215,1,0.17722282556294908
test,215,2,0.4979310197306833
field,215,2,0.8049613060683335
show,215,1,0.21355843141926079
sinusoid,215,1,0.634559625172388
period,215,1,0.23356890069790565
variat,215,1,0.3984855252764457
lumin,215,3,2.2608904040684425
surround,215,1,0.49432695337700455
extens,215,1,0.4154840205450501
area,215,1,0.3168426566816436
equal,215,1,0.4358155347162228
averag,215,1,0.3203879105670331
observ,215,1,0.19885972131945123
differ,215,1,0.20818103520853956
experiment,215,1,0.3318647765261079
number,215,1,0.2718411737754565
patient,215,1,0.16164733349667168
shown,215,1,0.31859918925635117
afford,215,1,0.5596160742933834
us,215,1,0.49432695337700455
inform,215,1,0.39463933813978036
cannot,215,1,0.40663641475678236
mean,215,1,0.2718411737754565
classic,215,1,0.4763970830561047
measur,215,1,0.2523968660014313
central,216,4,1.609922612136667
nervou,216,4,1.8442700235920266
system,216,4,1.1334610150004627
manifest,216,3,1.0415722701088455
periarter,216,2,1.3569551770644777
nodosa,216,2,1.2068593825305394
114,216,1,0.6034296912652697
case,216,1,0.17653011185309633
patholog,216,1,0.3240665514669793
prove,216,1,0.38054990736371264
review,216,1,0.31859918925635117
53,216,1,0.6034296912652697
patient,216,2,0.32329466699334336
46,216,1,0.5285901856296481
percent,216,1,0.4763970830561047
symptom,216,3,0.9778768381974946
sign,216,3,1.1954565758293372
cranial,216,1,0.6034296912652697
nerv,216,1,0.4684546615001511
involv,216,2,0.5930148907949305
thirti,216,1,0.49432695337700455
nine,216,1,0.4684546615001511
cerebr,216,3,1.0561193803902926
neuropathi,216,2,1.3569551770644777
38,216,1,0.49432695337700455
alon,216,1,0.3873530024509086
14,216,1,0.3773108162031665
common,216,3,1.0561193803902926
mental,216,1,0.4154840205450501
derang,216,1,0.7536301346894809
usual,216,1,0.3381461141444308
organ,216,1,0.2785829088211956
psychosi,216,1,0.48498376109986197
confusion,216,1,0.7536301346894809
state,216,1,0.3339146130723254
headach,216,1,0.634559625172388
convuls,216,1,0.634559625172388
blur,216,1,0.7536301346894809
vision,216,1,0.542983824821131
vertigo,216,1,0.7536301346894809
sudden,216,1,0.48498376109986197
unilater,216,1,0.3984855252764457
visual,216,1,0.38054990736371264
loss,216,1,0.34256590325033415
refer,216,1,0.3403314743878081
abnorm,216,1,0.3023196015663789
examin,216,1,0.2762807351112011
retinopathi,216,1,0.7536301346894809
hemiparesi,216,1,0.6784775885322388
brainstem,216,1,0.7536301346894809
lesion,216,1,0.2897080634035439
differ,216,1,0.20818103520853956
durat,216,1,0.38389498353118917
life,216,1,0.3403314743878081
onset,216,1,0.4154840205450501
diseas,216,1,0.22744432205402698
without,216,1,0.2809434717634318
see,217,2,1.4095738283457282
saw,217,2,1.8092735694193034
nystagmu,217,2,1.54481823278428
unusu,217,1,0.6246062153335348
sign,217,3,1.5939421011057828
lesion,217,3,1.1588322536141755
near,217,2,1.211103670358422
third,217,3,1.4726752044414908
ventricl,217,3,1.6619360821802005
case,217,2,0.4707469649415902
child,217,1,0.4398087981832497
craniopharyngioma,217,1,1.0048401795859745
bitempor,217,2,1.4923095314490225
hemianopsia,217,2,1.54481823278428
describ,217,1,0.31721212080720385
refer,217,1,0.4537752991837441
made,217,1,0.33888451507901884
previou,217,1,0.5421818863423764
report,217,1,0.31721212080720385
basi,217,1,0.4296132842498582
curiou,217,1,0.9046367847096517
clear,217,1,0.5261857841863737
site,217,1,0.5261857841863737
must,217,1,0.49089173481383025
consid,217,1,0.4134900015649228
region,217,1,0.5602765929371684
sinc,217,1,0.4346119280877754
necessari,217,1,0.5668737720475361
part,217,1,0.4296132842498582
syndrom,217,1,0.4346119280877754
common,217,1,0.4693863912845745
present,217,1,0.24351653970819936
point,217,1,0.5073998764849501
implic,218,1,0.1732353029294926
gerstmann,218,11,2.4137187650610787
syndrom,218,6,0.7111831550527233
465,218,1,0.2467191231026323
consecut,218,1,0.19221461295623568
patient,218,5,0.29390424272122123
subject,218,1,0.0969369735651977
standard,218,1,0.16057547372044875
batteri,218,1,0.23074895460814107
neuropsycholog,218,1,0.2740473217052658
test,218,1,0.09053291267830606
111,218,2,0.4934382462052646
one,218,2,0.14040942434685919
compon,218,9,1.2145935340982144
evid,218,2,0.1861567070784118
organ,218,1,0.1013028759349802
brain,218,3,0.3867873885392185
dysfunct,218,1,0.21065703174331094
addit,218,1,0.10582890489712445
number,218,3,0.2965540077550435
increas,218,4,0.2608599161664905
respons,218,1,0.08199892565623249
lesion,218,5,0.5267419334609889
tend,218,2,0.3211509474408975
larger,218,1,0.15649076141104593
highli,218,1,0.1478677871842845
destruct,218,1,0.17635773130904073
tissu,218,1,0.08223315205072267
caus,218,1,0.08678331070500574
greater,218,1,0.11336567542526213
neurolog,218,2,0.3406942992728372
impair,218,2,0.3021701967600365
everi,218,1,0.1528027071646823
four,218,4,0.46341700255469265
associ,218,1,0.08903822168211478
sever,218,1,0.08624378951437323
function,218,1,0.1013028759349802
underli,218,1,0.19221461295623568
diseas,218,1,0.08270702620146436
like,218,1,0.119232177786549
compromis,218,1,0.2740473217052658
surviv,218,1,0.12067810055494833
regard,218,1,0.12296222332524756
autonom,218,1,0.18760229177492552
entiti,218,1,0.18760229177492552
merg,218,1,0.2467191231026323
numer,218,1,0.15649076141104593
deficit,218,2,0.3948973271426407
notabl,218,1,0.21942897864191627
dysphasia,218,2,0.4934382462052646
agreement,218,1,0.18760229177492552
benton,218,1,0.2740473217052658
find,218,1,0.0958390827148543
justif,218,1,0.2740473217052658
singl,218,1,0.1308300162118411
separ,218,2,0.2398957080999544
unless,218,1,0.20349675428850308
also,218,3,0.22597862611725458
prepar,218,1,0.11716725934087042
recogn,218,1,0.15649076141104593
arbitrari,218,1,0.2467191231026323
group,218,1,0.08130679591761196
concurr,218,1,0.19744866357132035
least,218,1,0.13720393316478782
three,218,2,0.20010960914095088
23,218,1,0.17975525577345622
angular,218,2,0.4934382462052646
gyru,218,2,0.5480946434105316
shown,218,1,0.11585425063867316
necropsi,218,1,0.18760229177492552
examin,218,1,0.10046572185861859
involv,218,2,0.21564177847088384
howev,218,1,0.09656695720299642
probabl,218,2,0.22321617881294864
left,218,2,0.24592444665049512
hemispher,218,1,0.19744866357132035
contain,218,1,0.10394592521297862
posterior,218,1,0.16057547372044875
parasylvian,218,1,0.2740473217052658
area,218,1,0.11521551152059767
two,218,1,0.08062999982892075
never,218,1,0.17635773130904073
restrict,218,1,0.17635773130904073
spread,218,1,0.20349675428850308
wide,218,1,0.14085563725487585
pariet,218,1,0.19744866357132035
tempor,218,1,0.18760229177492552
occipit,218,1,0.1834803916751392
lobe,218,1,0.17635773130904073
local,218,1,0.13181871583773141
signific,218,1,0.08733220620645106
approxim,218,1,0.13959817582952333
degre,218,1,0.11048344385976352
cogenc,218,1,0.2740473217052658
alter,219,2,0.401110834592837
visual,219,6,1.5221996294548505
evok,219,2,0.8460795002298506
respons,219,2,0.30066272740618577
presenc,219,3,0.5667305075002314
homonym,219,2,0.7461547657245112
defect,219,3,0.617013326795412
ver,219,2,0.8460795002298506
studi,219,1,0.09854204129412339
mean,219,1,0.18122744918363767
comput,219,1,0.4230397501149253
averag,219,1,0.21359194037802204
32,219,1,0.31759805537073643
normal,219,1,0.12842298750951786
subject,219,1,0.1777177848695291
nineteen,219,1,0.4230397501149253
patient,219,6,0.6465893339866867
without,219,1,0.18729564784228786
disord,219,1,0.22837726883355608
unilater,219,1,0.26565701685096377
cerebr,219,1,0.23469319564228724
lesion,219,2,0.3862774178713918
30,219,1,0.2380899551063314
field,219,1,0.26832043535611116
earli,219,1,0.18268954113702213
neg,219,2,0.5313140337019275
posit,219,2,0.4629210089372647
complex,219,1,0.24166764570250757
record,219,2,0.4537752991837441
later,219,1,0.22260974204821693
place,219,1,0.24353034226970244
occipit,219,1,0.3363807180710885
electrod,219,1,0.3730773828622556
vertex,219,1,0.45231839235482585
refer,219,1,0.22688764959187205
latenc,219,2,0.8460795002298506
prolong,219,2,0.4508614855259077
hemianop,219,2,0.77240911639214
amplitud,219,2,0.7461547657245112
asymmetri,219,1,0.38620455819607
note,219,1,0.22990104117922938
brain,219,1,0.23637007077396688
damag,219,1,0.23637007077396688
control,219,2,0.3192074166969018
pronounc,219,1,0.29438836848748934
differenti,219,1,0.2240051967903395
group,219,1,0.14906245918228858
aberr,219,1,0.3439375349206968
wave,219,2,0.7461547657245112
form,219,1,0.16431758628244375
2,219,1,0.11814855037529938
case,219,3,0.35306022370619267
3,219,1,0.13165551348862506
depress,219,1,0.28343688602376804
greater,219,1,0.20783707161298054
50,219,1,0.23469319564228724
per,219,1,0.18650381297268528
cent,219,1,0.24166764570250757
abnorm,219,1,0.2015464010442526
side,219,1,0.25369993824247505
16,219,1,0.28343688602376804
patholog,219,1,0.21604436764465287
verif,219,1,0.5024200897929872
obtain,219,1,0.16768436235799192
three,219,1,0.18343380837920498
demonstr,219,1,0.17249216049818572
correspond,219,1,0.2606210864744157
geniculocalcarin,219,1,0.5024200897929872
system,219,1,0.18891016916674377
cerebro,220,1,0.8045729216870262
vascular,220,1,0.5313140337019275
lesion,220,3,1.1588322536141755
livedo,220,3,3.0145205387579237
reticulari,220,2,2.009680359171949
extens,220,1,0.5539786940600668
observ,220,1,0.2651462950926016
one,220,2,0.5148345559384837
man,220,1,0.45675453766711216
five,220,1,0.4870606845394049
women,220,1,0.5118599780415856
suffer,220,1,0.5313140337019275
seri,220,1,0.45980208235845876
cerebrovascular,220,2,1.6921590004597011
neurolog,220,2,1.2492124306670696
disabl,220,1,0.6591026045026727
includ,220,1,0.3880393179561229
aphasia,220,1,0.7239784330948412
homonym,220,1,0.7461547657245112
hemianopia,220,1,0.6246062153335348
hemiplegia,220,1,0.9046367847096517
remark,220,1,0.6246062153335348
degre,220,1,0.40510596081913286
recoveri,220,1,0.5479545818652733
occur,220,1,0.31236969142712484
presum,220,1,0.5969134592305547
found,220,1,0.2568459750190357
patient,220,1,0.21552977799556222
without,220,1,0.3745912956845757
relat,220,1,0.336529154668575
incid,220,1,0.4508614855259077
investig,220,1,0.40715125229387394
fail,220,1,0.5366408707122223
show,220,1,0.28474457522568103
evid,220,1,0.34128729631042165
polyarter,220,1,0.9046367847096517
nodosa,220,1,0.8045729216870262
dissemin,220,1,0.7047869141728641
lupu,220,1,0.6591026045026727
erythematosu,220,1,0.6878750698413936
thrombocythaemia,220,1,1.0048401795859745
arter,220,1,0.8460795002298506
unrecogn,220,1,0.8460795002298506
type,220,1,0.3377010152234493
suggest,220,1,0.29401908542141
etiolog,220,1,0.4693863912845745
seesaw,221,1,0.6029041077515848
nystagmu,221,5,2.31722734917642
case,221,3,0.42367226844743117
report,221,2,0.3806545449686447
elucid,221,1,0.4827437530122158
mechan,221,1,0.23072389125007745
eighth,221,1,0.5427820708257911
record,221,1,0.2722651795102465
see,221,2,0.845744297007437
saw,221,2,1.0855641416515822
featur,221,1,0.292236410723643
analyz,221,1,0.3442796751043011
evid,221,1,0.204772377786253
suggest,221,1,0.176411451252846
form,221,1,0.1971811035389325
ocular,221,1,0.40365686168530623
rather,221,1,0.2796687631501568
central,221,1,0.32198452242733344
origin,221,1,0.2442907513763244
offer,221,1,0.34012426322852174
unlik,221,1,0.4228721485037185
true,221,1,0.39546156270160365
vertic,221,1,0.5076477001379104
indic,221,1,0.17887495101874631
brain,221,1,0.28364408492876025
stem,221,1,0.46344546983528406
lesion,221,1,0.2317664507228351
supratentori,222,2,1.5072602693789618
paratransvers,222,2,1.5072602693789618
meningioma,222,3,2.0354327655967164
author,222,1,0.29510806671205586
describ,222,1,0.2379090906054029
6,222,1,0.2587382407472786
case,222,2,0.35306022370619267
clinic,222,1,0.2314782028569942
develop,222,1,0.2092284082616555
tumour,222,4,1.5939421011057828
slow,222,1,0.46106750589800666
chief,222,1,0.6784775885322388
neurolog,222,2,0.9369093230003022
sign,222,1,0.3984855252764457
homonym,222,1,0.5596160742933834
hemianopia,222,1,0.4684546615001511
contralater,222,1,0.5596160742933834
hemiparesi,222,1,0.6784775885322388
speech,222,1,0.38054990736371264
disord,222,1,0.34256590325033415
domin,222,1,0.44768509442291604
side,222,1,0.38054990736371264
radiolog,222,1,0.5285901856296481
carotid,222,1,0.49432695337700455
angiographi,222,1,0.634559625172388
permit,222,1,0.4763970830561047
identif,222,1,0.4763970830561047
easili,222,1,0.48498376109986197
surgic,222,1,0.3318647765261079
remov,222,1,0.3403314743878081
complet,222,1,0.2979276811685262
although,222,1,0.2897080634035439
2,222,1,0.17722282556294908
transvers,222,1,0.6784775885322388
sinu,222,1,0.5285901856296481
resect,222,1,0.4763970830561047
caus,222,1,0.23865410443876575
damag,222,1,0.3545551061609503
one,222,1,0.1930629584769314
patient,222,2,0.32329466699334336
oper,222,3,0.8811869258608099
twice,222,1,0.579306837294105
whose,222,1,0.4358155347162228
histolog,222,1,0.3681688011103727
specimen,222,1,0.4303495938803763
second,222,2,0.719565089165126
occas,222,1,0.6784775885322388
show,222,1,0.21355843141926079
malign,222,1,0.39463933813978036
die,222,1,0.39093162971162354
seven,222,1,0.4202074447028763
month,222,1,0.31011750117369213
well,222,1,0.24981101192708574
free,222,1,0.3318647765261079
deficit,222,1,0.542983824821131
1,222,1,0.1974832702329376
12,222,1,0.349585953937696
year,222,1,0.24247791844737862
life,223,4,1.089060718040986
span,223,1,0.46344546983528406
lymphoma,223,2,0.9654875060244316
incid,223,3,0.8115506739466339
mice,223,2,0.5756520713321008
inject,223,3,0.630175008464547
birth,223,1,0.2900011748430091
spleen,223,1,0.3253091318054259
cell,223,1,0.15275522508616
across,223,2,0.9268909396705681
weak,223,2,0.9268909396705681
histocompat,223,2,1.0855641416515822
locu,223,1,0.5427820708257911
newborn,223,1,0.30711598682495134
cogen,223,1,0.6029041077515848
c,223,1,0.25925324117358345
h,223,5,1.5785573525591214
receiv,223,1,0.2740527226002673
barrier,223,1,0.4228721485037185
exhibit,223,1,0.35326604218498725
shorten,223,1,0.4343870598569048
high,223,1,0.20624357176286603
lymphomat,223,2,1.2058082155031695
diseas,223,3,0.5458663729296648
mid,223,1,0.5427820708257911
adult,223,1,0.2406665007557022
control,223,1,0.1915244500181411
experi,223,1,0.20699059259782288
develop,223,1,0.1673827266093244
much,223,1,0.2654918212208863
later,223,1,0.26713169045786034
mous,223,1,0.3287727491191641
strain,223,1,0.28364408492876025
given,223,1,0.21661108839227847
new,223,1,0.25073749739732903
born,223,1,0.3442796751043011
manifest,223,1,0.27775260536235885
neglig,223,1,0.4827437530122158
leukemia,223,1,0.4228721485037185
find,223,1,0.21084598197267948
variabl,223,1,0.30711598682495134
interpret,223,1,0.3253091318054259
term,223,1,0.24306357649147975
oncogen,223,1,0.5427820708257911
virolog,223,1,0.6029041077515848
immunolog,223,1,0.3098824019607269
theori,223,1,0.33238721643604013
age,223,1,0.20774542507779092
cancer,223,1,0.22868103546855295
analog,223,1,0.40365686168530623
transplant,223,1,0.34012426322852174
mechan,223,1,0.23072389125007745
heterogen,224,2,2.1143607425185924
rheumatoid,224,1,1.2068593825305394
factor,224,1,0.5156089294071651
genet,224,2,1.5785573525591214
control,224,1,0.4788111250453527
polypeptid,224,2,2.7139103541289553
chain,224,2,2.238464297173534
globulin,224,2,1.9399350443994479
1,224,1,0.3949665404658752
evid,224,1,0.5119309444656325
present,224,1,0.3652748095622991
rf,224,1,1.5072602693789618
protein,224,1,0.5847392485003555
antigen,224,1,0.6762922282888616
composit,224,1,0.8503106580713042
although,224,1,0.5794161268070878
occasion,224,1,0.8831651054624681
one,224,1,0.3861259169538628
homogen,224,1,0.9221350117960133
thu,224,1,0.7363376022207454
resembl,224,1,0.8132728295135647
paraprotein,224,1,1.5072602693789618
2,224,1,0.35444565112589815
studi,224,1,0.2956261238823702
point,224,1,0.7610998147274253
difficulti,224,1,0.9083277527688165
encount,224,1,0.9221350117960133
current,224,1,0.8309680410901003
avail,224,1,0.7305910268091074
prepar,224,1,0.6444199263747873
map,224,1,1.269119250344776
describ,224,1,0.4758181812108058
progynon,225,3,1.8087123232547542
depot,225,5,2.4137187650610787
prepar,225,3,0.7733039116497448
oestrogen,225,2,1.0152954002758208
action,225,2,0.49618800187790746
treatment,225,1,0.16866024093506743
prostat,225,2,0.8687741197138096
carcinoma,225,2,0.5342633809157207
deriv,225,1,0.2900011748430091
natur,225,1,0.24940448593557668
dash,225,2,0.8254500838096723
oestradiol,225,1,0.6029041077515848
undecyl,225,1,0.6029041077515848
given,225,1,0.21661108839227847
form,225,1,0.1971811035389325
inject,225,1,0.21005833615484903
group,225,1,0.17887495101874631
patient,225,1,0.12931786679733734
studi,225,1,0.11825044955294808
show,225,1,0.17084674513540865
reduc,225,2,0.4861271529829595
excret,225,1,0.26713169045786034
androgen,225,2,0.8687741197138096
metabolit,225,1,0.44769285943470677
urin,225,1,0.2900011748430091
result,225,1,0.13471157915440163
suggest,225,1,0.176411451252846
testicular,225,1,0.5427820708257911
product,225,1,0.26713169045786034
probabl,225,1,0.2455377966942435
adren,225,1,0.34012426322852174
gland,225,1,0.34012426322852174
effect,225,1,0.14318708747505496
clinic,225,1,0.18518256228559538
describ,225,1,0.19032727248432235
briefli,225,1,0.35814807553833283
urinari,226,2,1.319426394549749
17,226,2,1.5494120098036344
ketosteroid,226,2,2.238464297173534
excret,226,1,0.6678292261446508
studi,226,1,0.2956261238823702
radiat,226,1,0.8049613060683335
induc,226,1,0.5415277209806961
menopaus,226,1,1.119232148586767
carcinoma,226,1,0.6678292261446508
breast,226,1,0.7818632594232471
1,226,1,0.3949665404658752
estim,226,1,0.7818632594232471
result,226,2,0.6735578957720081
given,226,1,0.5415277209806961
11,226,1,0.7363376022207454
patient,226,1,0.32329466699334336
subject,226,1,0.5331533546085874
radiotherapeut,226,1,1.5072602693789618
sterilis,226,2,3.0145205387579237
2,226,2,0.7088913022517963
high,226,1,0.5156089294071651
dosag,226,1,0.8716310694324456
level,226,1,0.4575356421375289
use,226,1,0.38356921944220657
case,226,1,0.35306022370619267
3,226,1,0.3949665404658752
indic,226,1,0.44718737754686577
suppress,226,1,0.8049613060683335
ovarian,226,1,1.119232148586767
function,226,1,0.5571658176423911
within,226,1,0.5571658176423911
week,226,1,0.7040795869268618
prostat,227,2,2.171935299284524
cancer,227,1,0.5717025886713824
young,227,1,0.742251604171131
person,227,1,0.7610998147274253
primari,227,2,1.260468911566059
hypogonad,227,2,3.0145205387579237
carcinoma,227,1,0.6678292261446508
34,227,1,1.0091421542132655
year,227,1,0.48495583689475724
old,227,1,0.6302344557830295
man,227,1,0.6851318065006683
present,227,1,0.3652748095622991
endocrin,227,1,1.0318126047620904
environ,227,1,0.9221350117960133
rel,227,1,0.6076589412286993
estrogen,227,1,1.0318126047620904
excess,227,1,0.8503106580713042
suspect,227,1,0.9527941661122094
play,227,1,0.8132728295135647
lead,227,1,0.6806629487756162
part,227,1,0.6444199263747873
pathogenesi,227,1,0.8219318727979101
case,227,1,0.35306022370619267
urinari,228,2,0.3769789698713569
excret,228,7,1.3356584522893016
neutral,228,2,0.5116401079119041
17,228,3,0.6640337184872719
ketosteroid,228,2,0.6395612277638668
pregnanediol,228,2,0.6620649569075486
patient,228,7,0.6465893339866867
prostat,228,5,1.5513823566318028
cancer,228,5,0.8167179838162605
benign,228,4,1.2411058853054422
hypertrophi,228,4,0.8774742480712895
fraction,228,1,0.19200445439171956
21,228,1,0.2595222150768047
59,228,1,0.3197806138819334
clinic,228,4,0.529093035101701
well,228,3,0.42824744901786127
subject,228,3,0.45698858966450345
assay,228,1,0.24294590230608692
determin,228,1,0.14626598413303785
whether,228,1,0.21381221462603067
differ,228,4,0.47584236619094755
exist,228,1,0.1970580352964823
significantli,228,3,0.5288685658246388
less,228,2,0.3183804672242235
androsteron,228,6,2.0689017986237817
disproportion,228,1,0.3448169664372969
lower,228,5,0.8814476097077314
level,228,5,0.6536223459107556
etiocholanolon,228,2,0.7754029583225586
result,228,1,0.09622255653885829
ratio,228,1,0.20874029337403066
group,228,1,0.12776782215624735
specif,228,1,0.1541137232066297
find,228,1,0.1506042728376282
discuss,228,1,0.13110707460352836
associ,228,1,0.13991720550046607
extend,228,1,0.3020515346455132
period,228,1,0.13346794325594608
hospit,228,3,0.7203556194906451
5,228,1,0.1355259549511579
day,228,1,0.13723632403870878
explain,228,1,0.20559002547575025
presenc,228,1,0.16192300214292324
metastasi,228,1,0.3310324784537743
durat,228,1,0.21936856201782237
loss,228,1,0.19575194471447666
appetit,228,1,0.3626055000985074
defin,228,1,0.24903744840927017
consid,228,1,0.1772100006706812
singli,228,1,0.43064579125113195
possibl,228,1,0.14422678057224644
interrelationship,228,1,0.3197806138819334
prevent,228,1,0.2026029178062573
assign,228,1,0.3448169664372969
state,228,1,0.19080835032704307
alon,228,1,0.22134457282909062
i.,229,1,0.22384254721145802
urinari,229,2,0.32985659863743727
excret,229,6,1.0017438392169762
neutral,229,2,0.44768509442291604
17,229,3,0.5810295036763629
ketosteroid,229,4,1.119232148586767
pregnanediol,229,2,0.579306837294105
patient,229,6,0.484942000490015
breast,229,7,1.3682607039906824
cancer,229,8,1.1434051773427647
benign,229,2,0.542983824821131
diseas,229,2,0.22744432205402698
level,229,6,0.6863034632062933
fraction,229,1,0.16800389759275464
114,229,1,0.30171484563263484
women,229,1,0.19194749176559459
56,229,1,0.2896534186470525
premenopaus,229,7,2.220958688103358
58,229,1,0.317279812586194
postmenopaus,229,4,1.0571803712592962
determin,229,1,0.12798273611640812
subject,229,1,0.13328833865214684
studi,229,1,0.07390653097059255
includ,229,1,0.1455147442335461
4,229,1,0.1070580968625052
group,229,4,0.44718737754686577
6,229,1,0.1293691203736393
18,229,1,0.19546581485581177
sick,229,2,0.634559625172388
control,229,4,0.4788111250453527
8,229,1,0.154253331698853
well,229,2,0.24981101192708574
24,229,1,0.1798912722912815
3,229,1,0.0987416351164688
21,229,1,0.22708193819220412
20,229,1,0.16110498159369682
androsteron,229,2,0.6034296912652697
etiocholanolon,229,2,0.6784775885322388
significantli,229,4,0.617013326795412
less,229,1,0.1392914544105978
differ,229,2,0.20818103520853956
disproportion,229,1,0.30171484563263484
lower,229,3,0.46275999509655896
11,229,2,0.3681688011103727
desoxy-17,229,1,0.37681506734474046
